Tenant_ID,Age,Occupation,Income_Level,Credit_Score,Past_Default,Debt_to_Income_Ratio,Monthly_Rent,Lease_Term_Months,Security_Deposit,Property_Type,Property_Size_SqFt,Unemployment_Rate,GDP_Growth_Rate,Default_Risk
861,64,Full-time,126536,757,0,0.11,1333,12,1333,Commercial,2285,8.92,4.48,0
862,39,Self-employed,56135,456,0,0.1,4707,36,4707,Commercial,3133,5.17,1.53,1
863,64,Freelancer,84514,628,0,0.39,711,24,711,Residential,2592,8.14,2.42,0
864,47,Unemployed,106928,502,0,0.37,1756,6,1756,Residential,2305,9.82,1.21,1
865,60,Freelancer,148705,405,0,0.26,658,12,658,Commercial,3863,9.53,3.53,1
866,34,Self-employed,98798,421,0,0.36,3119,24,6238,Residential,4859,8.82,2.32,1
867,43,Freelancer,90765,617,1,0.48,1847,24,1847,Commercial,3555,3.35,2.03,1
868,53,Unemployed,43772,481,0,0.2,3664,12,3664,Commercial,1748,7.25,3.09,1
869,18,Full-time,38799,615,0,0.2,3712,12,3712,Residential,715,8.85,4.18,0
870,25,Unemployed,132051,705,0,0.17,1410,6,2820,Commercial,4445,5.8,2.62,0
871,52,Full-time,149941,369,0,0.39,2951,36,2951,Residential,4826,8.12,4.03,1
872,32,Part-time,43555,459,0,0.24,4303,24,8606,Residential,2225,3.97,2.78,1
873,64,Unemployed,112152,539,0,0.5,903,6,1806,Residential,3201,4.24,1.86,1
874,39,Unemployed,147219,822,0,0.39,2341,12,4682,Residential,1700,7.51,2.78,0
875,31,Self-employed,39333,437,0,0.25,3148,36,6296,Commercial,4134,6.06,3.15,1
876,43,Freelancer,24261,794,0,0.16,2190,36,4380,Commercial,2040,4.53,2.85,0
877,45,Full-time,139833,546,0,0.34,3985,24,3985,Commercial,1012,4.98,2.1,1
878,40,Full-time,89002,842,1,0.22,1756,36,1756,Residential,4211,7.33,1.74,1
879,31,Self-employed,66553,823,0,0.46,4788,12,4788,Commercial,4436,8.08,4.79,1
880,41,Self-employed,23088,542,0,0.28,3684,12,3684,Commercial,2852,4.45,2.19,1
881,19,Freelancer,65783,635,0,0.22,2142,12,4284,Residential,4332,9.69,3.82,0
882,62,Freelancer,21115,721,1,0.34,3852,6,7704,Residential,4946,3.06,2.36,1
883,43,Unemployed,90114,493,0,0.15,1022,12,2044,Commercial,1302,7.9,4.88,1
884,31,Part-time,88126,607,0,0.32,4945,6,9890,Commercial,1401,5.04,4.95,0
885,24,Freelancer,92908,805,0,0.12,2444,12,4888,Residential,4658,6.35,4.3,0
886,20,Self-employed,89109,580,0,0.34,4071,12,8142,Residential,2288,6.99,3.33,1
887,64,Freelancer,22978,738,0,0.31,2060,36,2060,Residential,2812,6.93,3.17,0
888,40,Full-time,128943,782,0,0.31,4094,24,4094,Commercial,2199,8.43,2.32,0
889,63,Part-time,29422,522,1,0.37,1092,12,1092,Commercial,3650,8.77,1.49,1
890,60,Unemployed,63626,416,0,0.12,4393,36,4393,Residential,1708,3.51,1.32,1
891,64,Full-time,109233,491,0,0.28,3168,36,6336,Residential,3493,7.92,2.86,1
892,62,Full-time,76174,815,0,0.28,4402,24,8804,Commercial,3042,5.79,4.92,0
893,35,Part-time,116356,829,0,0.28,1255,36,2510,Residential,2094,8.73,1.99,0
894,55,Unemployed,57743,606,0,0.49,1799,36,1799,Residential,3941,7.26,2.64,1
895,52,Self-employed,90461,831,1,0.16,996,24,996,Residential,2338,3.07,3.57,1
896,32,Unemployed,77199,421,0,0.38,2921,6,2921,Commercial,4172,7.67,2.4,1
897,42,Freelancer,149000,453,0,0.26,2098,24,2098,Commercial,3402,9.48,1.01,1
898,54,Full-time,142778,836,0,0.3,4779,24,4779,Residential,2839,3.58,2.58,0
899,45,Freelancer,49430,751,1,0.4,4627,12,4627,Commercial,2842,6.46,4.22,1
900,27,Self-employed,48834,468,0,0.16,4878,12,9756,Residential,999,7.38,4.78,1
901,56,Freelancer,44435,358,0,0.41,4090,6,4090,Commercial,4127,4.37,2.1,1
902,34,Unemployed,107212,600,0,0.13,961,24,961,Commercial,1344,7.55,4.69,0
903,56,Freelancer,75797,849,0,0.29,867,24,867,Residential,4163,3.35,4.47,0
904,39,Self-employed,63554,416,0,0.4,3205,6,6410,Residential,1560,9.34,2.63,1
905,43,Self-employed,74555,426,0,0.18,3823,12,3823,Commercial,3181,8.34,1.02,1
906,61,Self-employed,105350,704,0,0.41,665,24,665,Commercial,1920,9.59,4.38,1
907,42,Unemployed,34716,698,0,0.17,4186,6,8372,Residential,1249,5.93,2.15,0
908,34,Self-employed,80261,814,0,0.42,4582,12,4582,Residential,2447,3.24,4.02,1
909,30,Full-time,47528,797,0,0.29,3547,36,3547,Residential,1545,5.39,3.29,0
910,37,Self-employed,21995,827,0,0.37,2228,6,4456,Residential,3911,6.61,1.89,0
911,42,Freelancer,42414,697,0,0.47,4169,6,8338,Residential,3974,9.55,3.59,1
912,21,Freelancer,33844,564,0,0.26,3674,24,3674,Commercial,1726,9.18,4.06,1
913,27,Freelancer,56659,562,0,0.19,2673,36,5346,Residential,3473,7.16,2.9,1
914,20,Unemployed,35522,697,0,0.45,537,12,1074,Residential,1869,8.11,3.99,1
915,58,Freelancer,125449,826,0,0.16,4943,36,4943,Residential,1538,9.68,2.62,0
916,62,Unemployed,149632,735,0,0.35,2521,24,5042,Commercial,2287,8.95,4.92,0
917,35,Unemployed,94034,659,0,0.47,1233,24,2466,Commercial,2152,7.61,1.96,1
918,64,Self-employed,62322,428,0,0.37,1147,12,1147,Commercial,4867,6.78,4.11,1
919,53,Full-time,87638,540,0,0.18,3802,12,7604,Residential,919,6.33,4.0,1
920,64,Self-employed,121334,521,0,0.16,819,12,819,Residential,3397,8.3,3.12,1
921,39,Self-employed,28524,513,0,0.2,3053,24,6106,Commercial,3802,8.66,2.4,1
922,51,Unemployed,50846,434,0,0.26,3678,12,7356,Commercial,1295,4.52,2.78,1
923,64,Unemployed,93643,685,0,0.16,2222,12,2222,Residential,3309,6.32,3.52,0
924,25,Freelancer,80096,602,1,0.42,2256,12,4512,Commercial,966,8.4,3.12,1
925,57,Freelancer,134930,586,0,0.24,4178,6,8356,Commercial,1854,7.73,4.05,1
926,61,Self-employed,103804,488,0,0.47,4278,12,8556,Residential,772,7.14,2.44,1
927,36,Part-time,67703,596,0,0.44,3015,24,6030,Commercial,3249,5.27,1.43,1
928,59,Part-time,44399,825,1,0.46,4347,6,8694,Residential,3989,7.26,3.02,1
929,58,Freelancer,95160,688,1,0.22,1437,24,1437,Commercial,4368,7.29,2.04,1
930,54,Part-time,112662,758,0,0.33,1264,36,2528,Commercial,4151,6.03,3.47,0
931,23,Freelancer,108667,560,0,0.23,1152,6,1152,Residential,1455,9.72,3.08,1
932,43,Unemployed,143182,412,0,0.2,4580,12,9160,Commercial,3909,7.57,4.11,1
933,51,Self-employed,68591,335,0,0.34,4102,6,8204,Residential,2419,8.95,3.3,1
934,62,Full-time,40714,378,0,0.43,2629,24,2629,Commercial,3432,3.9,2.72,1
935,23,Self-employed,126167,574,0,0.14,4464,6,8928,Commercial,687,8.3,1.48,1
936,54,Freelancer,55877,577,1,0.21,686,36,1372,Residential,707,7.21,1.48,1
937,50,Freelancer,104106,611,0,0.18,645,12,1290,Residential,573,5.16,3.56,0
938,39,Self-employed,98018,828,0,0.42,4747,12,9494,Commercial,3119,3.95,4.52,1
939,38,Freelancer,119854,503,0,0.47,1886,36,1886,Residential,1549,5.66,2.66,1
940,23,Part-time,79136,316,0,0.13,4688,24,4688,Residential,2381,6.09,3.12,1
941,23,Part-time,53414,775,0,0.25,3087,6,6174,Residential,1014,3.99,3.36,0
942,21,Freelancer,140832,810,0,0.47,3196,24,3196,Residential,3828,7.69,2.91,1
943,47,Freelancer,106576,509,0,0.24,4512,24,4512,Commercial,779,5.15,1.24,1
944,28,Part-time,98943,798,0,0.39,548,24,1096,Commercial,3486,8.64,3.36,0
945,47,Freelancer,143592,701,0,0.14,3829,12,7658,Residential,1055,7.54,1.55,0
946,48,Freelancer,65468,728,0,0.28,4089,6,4089,Commercial,3879,5.17,3.22,0
947,41,Self-employed,118841,377,0,0.3,3088,12,3088,Commercial,790,5.52,4.1,1
948,26,Full-time,99702,379,0,0.4,3981,12,3981,Commercial,3373,9.6,1.02,1
949,20,Part-time,92108,605,0,0.22,1274,12,1274,Commercial,3518,9.64,2.72,0
950,48,Self-employed,118538,357,0,0.21,1760,6,1760,Commercial,2122,5.93,3.98,1
951,57,Full-time,112508,829,0,0.22,1149,36,1149,Commercial,4051,7.75,3.11,0
952,54,Freelancer,66835,507,0,0.32,3939,12,7878,Residential,4678,9.86,1.94,1
953,53,Freelancer,83333,810,0,0.45,3548,12,7096,Commercial,3775,9.96,3.79,1
954,41,Self-employed,62464,434,0,0.43,2523,12,2523,Commercial,2511,3.5,4.13,1
955,48,Freelancer,132454,821,0,0.12,1580,6,3160,Residential,3189,6.87,2.45,0
956,23,Unemployed,42923,382,0,0.45,4770,6,9540,Residential,582,8.09,2.19,1
957,19,Self-employed,136062,343,0,0.14,2574,24,2574,Commercial,4495,4.31,3.18,1
958,37,Full-time,81855,782,0,0.27,4742,12,4742,Commercial,1147,8.75,2.46,0
959,45,Self-employed,87445,792,0,0.41,2812,12,2812,Commercial,4746,6.28,4.34,1
960,28,Part-time,143795,798,0,0.13,3974,6,7948,Commercial,4192,6.48,4.12,0
961,21,Self-employed,130454,317,0,0.12,2805,6,2805,Residential,2257,4.92,2.25,1
962,32,Freelancer,141906,593,0,0.23,3760,12,7520,Residential,3839,5.1,2.83,1
963,23,Freelancer,118384,447,0,0.39,3374,36,6748,Residential,4157,3.59,4.56,1
964,47,Unemployed,87619,771,0,0.31,3810,24,3810,Residential,4710,9.52,1.59,0
965,55,Unemployed,66146,471,0,0.27,1850,24,3700,Residential,3652,5.67,4.02,1
966,19,Unemployed,80032,830,0,0.43,1593,12,1593,Residential,1225,4.14,2.27,1
967,32,Full-time,133521,419,0,0.41,4276,24,4276,Commercial,1607,4.0,1.48,1
968,28,Unemployed,136378,365,0,0.41,3596,24,7192,Commercial,3325,5.85,1.47,1
969,25,Full-time,37140,440,0,0.28,2354,12,2354,Commercial,2701,7.43,2.11,1
970,43,Unemployed,22670,745,0,0.11,2766,24,2766,Residential,2340,8.44,3.19,0
971,62,Full-time,56519,805,1,0.17,1060,6,1060,Commercial,4848,9.47,4.63,1
972,61,Self-employed,64512,488,0,0.4,2883,12,2883,Residential,2995,7.45,2.21,1
973,22,Self-employed,77811,457,0,0.4,2325,6,2325,Residential,4444,5.94,1.8,1
974,23,Freelancer,123565,545,0,0.49,2183,12,2183,Commercial,1324,5.95,2.91,1
975,43,Full-time,34691,332,0,0.18,1698,6,3396,Commercial,2234,7.02,1.63,1
976,21,Part-time,125156,660,0,0.15,1509,24,1509,Commercial,850,6.77,2.09,0
977,36,Freelancer,54262,629,0,0.16,2271,36,4542,Commercial,2673,7.49,4.95,0
978,37,Self-employed,74892,811,0,0.17,2207,6,2207,Residential,3785,6.52,3.23,0
979,50,Full-time,45595,370,0,0.31,2772,6,2772,Commercial,1334,3.41,4.14,1
980,37,Unemployed,77207,612,0,0.49,3112,36,6224,Residential,2487,6.51,1.85,1
981,29,Part-time,148590,378,0,0.34,4841,36,9682,Residential,4321,3.16,3.08,1
982,64,Self-employed,135589,468,0,0.31,2042,6,2042,Commercial,4171,4.26,3.04,1
983,18,Freelancer,53440,479,0,0.37,1737,6,1737,Residential,3502,5.71,4.25,1
984,43,Full-time,28630,559,1,0.13,3475,6,6950,Commercial,3009,6.86,1.09,1
985,31,Part-time,51250,785,0,0.43,2224,12,4448,Residential,3172,4.29,4.44,1
986,55,Full-time,114334,304,0,0.36,2763,6,5526,Residential,3942,4.93,1.32,1
987,54,Unemployed,149228,596,0,0.17,782,6,1564,Residential,4658,5.62,4.67,1
988,28,Freelancer,128572,659,0,0.35,3120,36,3120,Commercial,4621,4.38,1.57,0
989,53,Full-time,118748,416,0,0.34,3786,36,7572,Commercial,4596,9.99,3.13,1
990,30,Self-employed,127461,656,1,0.13,671,12,671,Commercial,2437,8.63,1.4,1
991,60,Freelancer,97518,738,0,0.21,3956,12,7912,Commercial,797,8.68,2.79,0
992,20,Self-employed,94191,630,0,0.26,2382,24,2382,Residential,2801,6.98,2.2,0
993,50,Full-time,84791,824,0,0.2,2775,6,5550,Commercial,4438,9.73,2.68,0
994,23,Freelancer,104118,487,0,0.2,3121,6,3121,Residential,2094,8.13,3.18,1
995,27,Self-employed,120591,580,0,0.33,1100,36,2200,Commercial,3865,5.32,2.84,1
996,22,Unemployed,83753,810,0,0.29,4290,24,8580,Residential,3715,7.27,1.09,0
997,40,Unemployed,130261,765,0,0.37,2523,6,5046,Residential,4804,6.81,4.45,0
998,27,Full-time,80520,414,1,0.48,966,24,1932,Residential,3797,7.06,1.38,1
999,61,Freelancer,24008,535,0,0.36,4450,12,4450,Residential,1981,8.72,4.92,1
1000,19,Part-time,64464,637,0,0.33,4389,6,8778,Residential,4879,6.57,4.41,0
1001,30,Freelancer,127408,821,0,0.44,4892,6,9784,Residential,4174,8.1,3.25,1
1002,57,Unemployed,20496,498,0,0.35,3092,12,6184,Commercial,3682,4.75,1.98,1
1003,19,Self-employed,119767,349,0,0.17,1519,6,1519,Residential,4945,9.52,1.34,1
1004,37,Part-time,148747,441,0,0.23,2047,12,2047,Commercial,3651,3.6,3.69,1
1005,18,Full-time,43212,827,0,0.39,4936,12,9872,Commercial,4287,9.96,1.81,0
1006,54,Part-time,40637,813,0,0.4,1203,24,1203,Commercial,2273,7.43,3.93,0
1007,26,Full-time,65227,329,0,0.49,1352,36,1352,Residential,1851,6.29,4.33,1
1008,34,Part-time,102413,381,0,0.35,805,36,805,Residential,1817,5.18,4.96,1
1009,26,Full-time,139753,330,0,0.46,4078,12,8156,Residential,4779,5.84,3.02,1
1010,28,Full-time,140118,632,0,0.12,2433,24,2433,Residential,2530,8.48,4.9,0
1011,32,Part-time,103346,476,0,0.33,2287,12,2287,Residential,711,3.98,1.6,1
1012,41,Part-time,29884,669,0,0.47,4287,24,8574,Commercial,1774,4.77,4.34,1
1013,55,Full-time,136481,846,0,0.21,1373,24,2746,Residential,4762,3.87,2.44,0
1014,52,Unemployed,88259,834,0,0.16,2081,36,4162,Commercial,4114,5.99,2.46,0
1015,47,Part-time,69810,405,0,0.24,4457,36,4457,Residential,4234,5.71,2.07,1
1016,48,Freelancer,149926,396,0,0.42,3832,24,7664,Residential,1685,7.54,1.69,1
1017,22,Self-employed,24761,529,1,0.13,2185,36,2185,Commercial,1374,9.97,2.77,1
1018,61,Full-time,93166,526,0,0.34,2105,24,2105,Commercial,3963,9.25,4.95,1
1019,31,Full-time,147342,670,1,0.15,1395,6,2790,Residential,2985,9.16,2.32,1
1020,28,Self-employed,36375,399,0,0.27,3763,12,7526,Residential,4870,7.52,2.84,1
1021,26,Unemployed,127045,744,1,0.49,3924,36,7848,Commercial,3898,4.89,1.91,1
1022,51,Self-employed,45218,767,0,0.18,4353,12,8706,Residential,635,5.69,2.35,0
1023,29,Part-time,50565,354,0,0.11,2846,36,5692,Residential,832,4.75,1.22,1
1024,52,Self-employed,122654,494,1,0.27,4031,12,8062,Residential,1526,3.95,4.82,1
1025,52,Full-time,52975,819,0,0.33,2974,12,2974,Residential,3733,6.05,3.04,0
1026,18,Self-employed,47073,723,0,0.22,2361,36,4722,Residential,2035,9.28,3.93,0
1027,57,Freelancer,89726,614,0,0.32,3263,36,3263,Residential,2624,8.21,3.05,0
1028,39,Part-time,21883,427,0,0.48,530,36,530,Commercial,2732,9.89,4.08,1
1029,46,Self-employed,88422,331,0,0.22,4507,36,4507,Residential,4457,4.36,3.14,1
1030,25,Full-time,69629,392,0,0.22,3955,24,3955,Commercial,3117,6.5,3.81,1
1031,28,Part-time,84170,818,0,0.29,742,36,742,Residential,1452,8.55,3.74,0
1032,58,Full-time,94489,557,0,0.31,1998,36,1998,Commercial,3869,6.22,3.13,1
1033,54,Unemployed,28381,519,1,0.1,3922,36,7844,Residential,3853,5.49,1.92,1
1034,31,Freelancer,43238,405,0,0.35,4503,6,4503,Commercial,2486,8.71,1.85,1
1035,47,Unemployed,33795,847,0,0.5,2159,12,2159,Commercial,3963,6.01,4.5,1
1036,52,Freelancer,115964,715,0,0.22,3728,36,3728,Residential,664,9.39,1.48,0
1037,38,Self-employed,82999,608,0,0.35,1098,36,2196,Commercial,2491,4.88,3.24,0
1038,54,Part-time,69907,665,0,0.1,2695,12,2695,Commercial,3205,9.28,3.01,0
1039,22,Self-employed,29638,820,0,0.34,569,12,569,Residential,2239,4.95,4.19,0
1040,36,Freelancer,90467,758,0,0.28,1893,24,3786,Residential,4759,5.03,1.54,0
1041,31,Freelancer,62623,669,0,0.31,4159,12,8318,Commercial,603,5.94,3.75,0
1042,43,Freelancer,58492,630,0,0.32,2149,12,4298,Residential,4715,6.61,3.42,0
1043,21,Full-time,46411,310,0,0.17,2781,6,2781,Commercial,1627,5.93,3.8,1
1044,42,Part-time,130724,806,0,0.41,4182,24,8364,Residential,863,9.04,3.48,1
1045,62,Self-employed,40534,718,0,0.32,3183,6,6366,Commercial,2069,8.57,3.25,0
1046,59,Self-employed,122364,421,0,0.21,1810,12,3620,Commercial,868,5.17,4.71,1
1047,42,Unemployed,49181,534,0,0.47,4729,36,4729,Commercial,4449,6.58,2.39,1
1048,35,Freelancer,123069,630,0,0.11,4603,24,9206,Commercial,4257,6.02,1.74,0
1049,57,Freelancer,39996,842,0,0.39,2575,12,2575,Residential,3897,3.39,4.18,0
1050,25,Freelancer,92089,647,0,0.25,1282,12,1282,Commercial,4730,8.24,1.52,0
1051,56,Self-employed,125682,711,0,0.31,4306,36,8612,Residential,2592,4.27,3.72,0
1052,57,Unemployed,103609,523,0,0.22,1833,36,1833,Residential,2015,9.54,3.2,1
1053,31,Full-time,136004,452,1,0.23,4217,36,4217,Commercial,1094,5.78,1.01,1
1054,49,Part-time,92666,511,0,0.11,1557,24,1557,Commercial,1945,7.36,1.96,1
1055,55,Full-time,49405,391,0,0.39,2554,6,5108,Commercial,4122,8.73,2.98,1
1056,50,Self-employed,121490,630,0,0.38,3901,24,3901,Commercial,1265,4.26,2.32,0
1057,40,Freelancer,146900,766,0,0.36,2609,36,5218,Residential,3716,6.79,2.71,0
1058,32,Part-time,91325,527,0,0.45,3657,24,3657,Commercial,1840,4.66,3.41,1
1059,50,Self-employed,48930,493,0,0.46,4296,36,8592,Commercial,2086,6.57,3.92,1
1060,42,Self-employed,134426,829,0,0.32,4148,6,4148,Residential,4150,7.06,1.6,0
1061,34,Self-employed,37529,542,0,0.37,1820,24,1820,Residential,1133,4.18,2.13,1
1062,50,Part-time,73546,688,0,0.1,4917,6,9834,Commercial,958,7.07,3.55,0
1063,64,Part-time,27942,575,0,0.44,4199,6,4199,Commercial,2972,6.18,3.35,1
1064,19,Unemployed,27548,749,0,0.43,1232,36,2464,Commercial,2180,6.65,3.95,1
1065,31,Unemployed,135248,777,0,0.11,4133,24,8266,Commercial,2393,9.33,3.56,0
1066,57,Full-time,38296,779,0,0.32,4049,24,4049,Commercial,2615,6.39,2.32,0
1067,57,Part-time,71016,587,0,0.46,4162,6,8324,Commercial,1008,6.33,3.0,1
1068,56,Part-time,117780,839,1,0.17,1104,36,1104,Commercial,1235,6.29,4.54,1
1069,23,Part-time,20296,629,0,0.24,2222,6,4444,Commercial,3251,7.36,1.74,0
1070,23,Unemployed,87945,769,1,0.23,2904,6,5808,Commercial,2671,5.57,2.51,1
1071,20,Self-employed,79980,833,0,0.24,3982,6,7964,Commercial,3343,8.61,4.37,0
1072,24,Freelancer,76782,766,0,0.12,3312,6,3312,Residential,791,5.0,2.46,0
1073,25,Unemployed,54229,719,0,0.21,2081,24,2081,Residential,2418,5.1,2.65,0
1074,59,Part-time,116382,421,0,0.22,2778,12,2778,Commercial,1311,7.12,2.28,1
1075,32,Unemployed,73444,607,0,0.45,2850,24,2850,Commercial,2597,4.82,4.6,1
1076,64,Full-time,55036,633,0,0.24,4123,36,8246,Commercial,2509,3.63,3.65,0
1077,46,Part-time,135682,719,0,0.28,1214,12,1214,Commercial,4778,4.44,1.84,0
1078,50,Full-time,149114,625,0,0.25,1424,6,1424,Commercial,4842,9.4,4.0,0
1079,47,Part-time,59322,549,0,0.15,3662,24,7324,Residential,1149,3.07,1.15,1
1080,56,Unemployed,134695,394,0,0.5,4653,12,4653,Commercial,3097,3.93,2.59,1
1081,44,Self-employed,47167,595,0,0.43,4578,6,4578,Residential,1060,8.31,4.64,1
1082,53,Freelancer,71667,483,0,0.32,3069,24,6138,Commercial,1269,9.86,3.76,1
1083,46,Full-time,114527,559,0,0.29,3315,12,3315,Commercial,1003,7.82,4.17,1
1084,55,Unemployed,103337,485,0,0.36,4962,24,4962,Commercial,1127,9.46,4.73,1
1085,50,Self-employed,71468,708,0,0.23,1388,12,1388,Commercial,3884,8.99,4.1,0
1086,54,Unemployed,92894,368,0,0.12,3978,36,3978,Commercial,4362,6.36,1.35,1
1087,44,Full-time,73084,307,0,0.26,4089,24,4089,Commercial,3859,5.33,1.92,1
1088,50,Freelancer,83138,564,1,0.49,2223,24,4446,Commercial,4756,7.43,3.0,1
1089,21,Unemployed,42588,783,0,0.17,1758,12,1758,Commercial,2674,6.73,1.06,0
1090,39,Part-time,82901,670,0,0.31,910,36,910,Residential,4027,3.18,3.5,0
1091,19,Self-employed,37671,382,0,0.1,2730,24,2730,Commercial,3037,9.7,3.63,1
1092,27,Unemployed,145724,510,0,0.15,3694,36,3694,Commercial,2786,6.99,3.79,1
1093,22,Self-employed,103038,612,1,0.33,2705,36,2705,Commercial,2723,9.12,3.22,1
1094,27,Part-time,110664,636,0,0.22,2560,24,2560,Commercial,2757,8.14,2.81,0
1095,50,Freelancer,51645,789,0,0.46,4398,6,4398,Commercial,4080,5.39,4.42,1
1096,55,Freelancer,27637,702,0,0.26,3113,12,3113,Residential,2495,9.31,4.07,0
1097,30,Part-time,20660,490,0,0.18,2312,24,4624,Commercial,1133,8.53,3.45,1
1098,48,Self-employed,127211,634,0,0.32,2302,36,2302,Residential,1000,6.01,1.18,0
1099,64,Unemployed,26922,821,0,0.42,4406,12,4406,Residential,2063,8.88,3.78,1
1100,53,Part-time,113697,386,0,0.11,1177,24,1177,Commercial,4575,4.9,3.23,1
1101,62,Full-time,64721,361,0,0.3,3410,12,6820,Residential,1674,7.69,3.77,1
1102,41,Self-employed,77256,686,0,0.41,2751,12,2751,Commercial,2098,3.8,2.25,1
1103,32,Freelancer,141025,445,0,0.14,3504,36,7008,Residential,2658,9.06,4.11,1
1104,46,Part-time,137217,452,0,0.46,1294,6,1294,Commercial,4213,8.11,2.67,1
1105,25,Freelancer,89506,648,0,0.21,1228,6,1228,Residential,2484,4.07,4.58,0
1106,22,Self-employed,88943,477,0,0.17,2193,12,2193,Commercial,1019,3.15,1.42,1
1107,46,Freelancer,144338,786,1,0.34,690,36,690,Residential,2417,5.73,2.94,1
1108,64,Part-time,47843,546,0,0.17,2496,36,4992,Residential,1828,7.73,1.82,1
1109,21,Self-employed,29046,553,0,0.37,2607,24,5214,Commercial,1432,4.98,2.81,1
1110,29,Full-time,109336,799,0,0.3,4366,12,4366,Residential,2041,9.81,2.42,0
1111,62,Part-time,83985,840,0,0.14,1989,24,1989,Residential,907,9.54,4.21,0
1112,19,Unemployed,100083,651,0,0.46,2609,36,2609,Residential,2031,7.19,1.67,1
1113,44,Part-time,123064,811,0,0.37,1137,12,1137,Residential,1123,5.21,3.39,0
1114,48,Self-employed,116925,312,0,0.32,4545,6,9090,Commercial,3266,9.27,2.63,1
1115,53,Part-time,146417,450,0,0.25,4658,6,4658,Residential,3327,8.62,3.07,1
1116,53,Full-time,136585,349,0,0.15,3319,24,6638,Commercial,4915,3.6,3.86,1
1117,43,Full-time,50346,514,0,0.38,4611,12,9222,Commercial,1166,6.33,2.43,1
1118,60,Unemployed,108284,671,0,0.43,1341,36,2682,Residential,1127,9.87,2.47,1
1119,44,Freelancer,143152,412,0,0.15,4451,24,4451,Residential,3608,6.18,1.31,1
1120,22,Self-employed,131769,551,0,0.3,4558,6,4558,Commercial,3776,9.53,3.21,1
1121,37,Self-employed,122391,640,1,0.29,3747,36,7494,Commercial,2284,9.84,2.67,1
1122,28,Freelancer,111384,352,0,0.24,1716,12,3432,Commercial,1633,5.71,4.25,1
1123,27,Full-time,73526,429,0,0.42,1398,6,2796,Residential,2009,9.75,2.76,1
1124,57,Full-time,93143,492,0,0.14,2722,36,2722,Residential,3889,3.97,4.88,1
1125,55,Part-time,56787,356,0,0.18,1757,6,1757,Residential,2358,4.12,1.69,1
1126,23,Unemployed,53583,396,0,0.1,2014,12,4028,Commercial,2115,4.94,2.07,1
1127,25,Unemployed,32563,497,0,0.25,916,24,916,Residential,4353,6.27,2.57,1
1128,40,Unemployed,66060,446,0,0.22,3383,36,3383,Commercial,4365,4.27,1.68,1
1129,64,Part-time,149537,594,0,0.45,4326,36,4326,Commercial,2911,5.38,4.89,1
1130,43,Unemployed,141943,311,0,0.4,4875,12,9750,Commercial,808,3.73,3.56,1
1131,63,Freelancer,134462,632,0,0.13,4839,6,4839,Commercial,4862,6.01,1.04,0
1132,60,Part-time,53690,519,1,0.4,1174,6,1174,Commercial,2332,8.79,3.31,1
1133,29,Freelancer,131233,697,0,0.37,602,6,1204,Residential,2807,7.17,4.12,0
1134,43,Part-time,114712,641,0,0.21,2857,36,5714,Commercial,2500,8.67,1.21,0
1135,30,Unemployed,34925,811,0,0.11,4493,36,4493,Residential,1166,3.95,3.31,0
1136,57,Freelancer,106787,471,0,0.15,4527,6,9054,Commercial,2184,5.8,2.5,1
1137,35,Freelancer,103184,767,0,0.2,4208,36,8416,Residential,3576,3.28,3.33,0
1138,42,Freelancer,40108,465,0,0.43,4712,24,4712,Residential,945,5.59,2.01,1
1139,50,Part-time,96515,469,0,0.29,1995,12,3990,Commercial,4883,7.3,3.66,1
1140,64,Self-employed,88258,811,0,0.47,3892,12,7784,Residential,1581,6.98,3.69,1
1141,57,Unemployed,25355,488,0,0.42,4006,36,4006,Residential,3643,3.42,3.16,1
1142,60,Freelancer,66069,419,0,0.21,3285,24,3285,Commercial,4251,3.43,4.7,1
1143,29,Self-employed,114335,404,0,0.44,2734,24,2734,Commercial,4872,5.14,4.64,1
1144,61,Unemployed,120854,340,0,0.15,4159,6,8318,Commercial,2045,8.4,1.19,1
1145,53,Unemployed,74471,620,0,0.11,4232,12,4232,Residential,4145,3.14,2.16,0
1146,21,Freelancer,52705,634,0,0.34,4025,12,8050,Residential,3707,7.31,2.46,0
1147,22,Freelancer,63909,459,0,0.24,4017,12,4017,Residential,3283,4.29,1.22,1
1148,54,Part-time,108606,563,0,0.23,4689,36,4689,Commercial,613,9.61,3.09,1
1149,25,Self-employed,148501,829,0,0.37,3029,24,6058,Residential,1271,6.01,1.1,0
1150,59,Self-employed,136361,776,0,0.44,2413,6,4826,Commercial,1512,3.34,3.71,1
1151,45,Freelancer,73739,651,0,0.23,2957,36,2957,Commercial,4183,8.0,1.01,0
1152,48,Unemployed,96820,844,0,0.23,1650,6,3300,Residential,3750,6.39,1.13,0
1153,26,Freelancer,107273,509,0,0.31,4358,36,4358,Residential,1752,9.17,4.34,1
1154,46,Unemployed,43241,795,0,0.36,4637,12,9274,Commercial,3602,7.56,2.01,0
1155,31,Unemployed,47414,681,0,0.18,4636,6,4636,Commercial,4703,7.85,1.32,0
1156,57,Freelancer,70818,780,0,0.47,2010,24,2010,Residential,4877,8.37,2.6,1
1157,58,Full-time,40895,304,0,0.36,4470,24,8940,Commercial,3168,5.94,1.2,1
1158,39,Self-employed,112307,333,0,0.35,4415,36,4415,Commercial,3076,8.55,4.0,1
